대지위치,착공예정일,실착공일,사용승인일,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정용면적(㎡),용적률(%),주용도,기타용도,위도,경도
경기도 광명시 소하동 1311-2,20110830,20110830,20120202,300.2,176.08,58.65,562.9,562.9,187.51,단독주택,,37.4499635,126.8894805
경기도 광명시 소하동 1311-6,20110611,20110611,20111018,229.4,111.47,48.59,229.37,229.37,99.99,단독주택,다가구주택,37.4494526,126.8898258
경기도 광명시 소하동 1311-8,20111007,20111007,20120130,229.4,108.81,47.43,224.97,224.97,98.07,단독주택,다가구주택,37.4492451,126.889966
경기도 광명시 소하동 1311-9,20110604,20110604,20111013,229.4,107.4,46.82,323.76,228.78,99.73,단독주택,다가구주택,37.4491413,126.8900361
경기도 광명시 소하동 1311-10,20110603,20110603,20111101,228.2,113.72,49.83,227.0,227.0,99.47,단독주택,다가구주택,37.4489902,126.8901383
경기도 광명시 소하동 1311-11,20110802,20110802,20111125,227.3,110.57,48.65,226.36,226.36,99.59,단독주택,다가구주택,37.44888710000001,126.8902079
경기도 광명시 소하동 1311-13,20110426,20110426,20110823,227.4,107.88,47.44,226.59,226.59,99.64,단독주택,다가구주택,37.4486814,126.8903469
경기도 광명시 소하동 1311-19,20110928,20110928,20120109,210.3,101.52,48.27,208.98,208.98,99.37,단독주택,다가구주택,37.4480432,126.8907782
경기도 광명시 소하동 1312-6,20110812,20110812,20120202,262.9,156.95,59.7,493.91,493.91,187.87,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4499031,126.8891896
경기도 광명시 소하동 1312-8,20111104,20111104,20120501,263.9,158.12,59.92,475.31,475.31,180.11,단독주택,다가구주택및제2종근린생활시설,37.4496943,126.8891582
경기도 광명시 소하동 1312-10,20110108,20110108,20110607,264.0,158.24,59.9394,393.48,393.48,149.0455,단독주택,,37.4495855,126.8888963
경기도 광명시 소하동 1313-5,20110315,20110315,20110708,230.0,113.4,49.3,228.9,228.9,99.52,단독주택,다가구주택,37.4493027,126.8892874
경기도 광명시 소하동 1314,20110511,20110511,20110825,221.1,102.08,46.17,220.56,220.56,99.76,단독주택,다가구주택,37.448922,126.8890189
경기도 광명시 소하동 1314-1,20110405,20110405,20110809,221.4,97.39,43.99,317.04,220.93,99.79,단독주택,,37.4489789,126.8891476
경기도 광명시 소하동 1314-5,20110927,20110927,20111229,223.2,107.48,48.15,221.47,221.47,99.22,단독주택,다가구주택,37.4492001,126.8896668
경기도 광명시 소하동 1314-8,20110208,20110208,20110516,220.6,98.31,44.565,220.47,220.47,99.941,단독주택,,37.4489554,126.8894973
경기도 광명시 소하동 1314-10,20111118,20111118,20120412,220.4,104.35,47.35,196.91,196.91,89.34,단독주택,다가구주택(2가구),37.4488442,126.8892387
경기도 광명시 소하동 1315-5,20110611,20110611,20111018,230.0,108.74,47.28,225.83,225.83,98.19,단독주택,다가구주택,37.44864,126.889769
경기도 광명시 소하동 1315-6,20110423,20110423,20110826,230.0,112.5,48.91,229.95,229.95,99.98,단독주택,,37.4485804,126.8896304
경기도 광명시 소하동 1315-7,20110622,20110622,20120104,230.0,108.8,47.3043,218.91,203.92,88.6609,단독주택,다가구주택,37.4485208,126.8894917
경기도 광명시 소하동 1316,20110503,20110503,20110823,224.8,108.31,48.18,223.27,223.27,99.32,단독주택,다가구주택,37.4482553,126.8895009
경기도 광명시 소하동 1316-3,20111109,20111109,20120523,222.6,95.72,43.0009,208.29,208.29,93.5714,단독주택,다가구주택(2가구),37.4484181,126.889875
경기도 광명시 소하동 1316-5,20110602,20110602,20111104,224.2,96.57,43.07,319.7,223.86,99.85,단독주택,다가구주택,37.4485245,126.8901265
경기도 광명시 소하동 1316-10,20111015,20111015,20120130,221.7,102.71,46.33,219.9,219.9,99.19,단독주택,다가구주택,37.4481711,126.8897224
경기도 광명시 소하동 1317,20110804,20110804,20111125,221.5,100.68,45.45,220.08,220.08,99.36,단독주택,다가구주택,37.4480192,126.8899946
경기도 광명시 소하동 1317-3,20110217,20110217,20110601,223.2,108.9,48.79,238.02,223.18,99.99,단독주택,다가구주택,37.4479725,126.8902284
경기도 광명시 소하동 1318,20110418,20110418,20110831,227.5,112.87,49.61,211.04,211.04,92.76,단독주택,단독주택,37.4479022,126.8897705
경기도 광명시 소하동 1318-1,20110611,20110611,20110930,228.6,103.92,45.46,227.28,227.28,99.42,단독주택,다가구주택,37.4477634,126.8898636
경기도 광명시 소하동 1318-3,20110520,20110520,20110902,225.1,107.71,47.8498,181.6,181.6,80.6753,단독주택,,37.4476676,126.8901209
경기도 광명시 소하동 1320-3,20110105,20110105,20110422,220.0,109.44,49.75,219.58,219.58,99.81,단독주택,다가구주택,37.4488621,126.8887511
경기도 광명시 소하동 1320-5,20110214,20110214,20110721,220.0,102.86,46.75,314.28,218.92,99.51,단독주택,,37.4486477,126.8889069
경기도 광명시 소하동 1320-8,20110921,20110921,20120406,220.0,105.38,47.9,321.96,218.78,99.45,단독주택,다가구주택,37.4482793,126.8891745
경기도 광명시 소하동 1320-9,20110831,20110831,20111212,220.0,109.93,49.97,219.17,219.17,99.62,단독주택,다가구주택,37.44817200000001,126.8892524
경기도 광명시 소하동 1320-10,20110812,20110812,20111123,220.0,109.44,49.75,215.98,215.98,98.17,단독주택,,37.44806490000001,126.8893303
경기도 광명시 소하동 1321-5,20111020,20111020,20120710,263.6,157.25,59.65,494.84,494.84,187.73,단독주택,,37.4479612,126.8890135
경기도 광명시 소하동 1336,20110725,,,8265.0,2071.11,25.06,4872.52,4507.14,54.53,업무시설,,37.4485929,126.8851618
경기도 광명시 소하동 1337,20110817,20110817,20120227,606.1,423.04,69.8,2139.05,1632.4,269.33,제2종근린생활시설,,37.4479643,126.8854902
경기도 광명시 소하동 1337-1,20110310,20110310,20110629,597.3,416.95,69.81,1629.69,1453.49,243.34,제2종근린생활시설,,37.4477836,126.8854901
경기도 광명시 소하동 1338-3,20110524,20110524,20120201,865.0,594.06,68.68,5791.2,4293.17,496.32,제1종근린생활시설,,37.4472878,126.8845269
경기도 광명시 소하동 1340-2,20110331,20110331,20120426,1172.7,815.74,69.56,9995.55,8020.05,683.9,제1종근린생활시설,의료시설,37.4481983,126.8820145
경기도 광명시 소하동 1340-5,20110224,20110224,20120920,1838.7,1282.72,69.7623,18556.37,12409.89,674.9274,업무시설,"제1,2종근린생활시설",37.4484016,126.88331
경기도 광명시 소하동 1343,20110207,20110207,20110428,1550.9,891.49,57.4821,2219.23,2219.23,143.093,판매시설,상점,37.44724799999999,126.8816699
경기도 광명시 소하동 1363-1,20110606,20110606,20120221,405.0,241.69,59.67,1299.21,797.07,196.8074,종교시설,교회,37.4508515,126.8930076
경기도 광명시 소하동 1371-6,20111112,20111112,20120627,264.0,154.0,58.33,456.43,456.43,172.89,단독주택,다가구주택,37.4350841,126.8856543
경기도 광명시 소하동 1382-1,20111018,20111018,20120524,293.0,147.47,50.33,494.42,494.42,168.74,단독주택,"다가구주택,제2종근린생활시설",37.432548,126.8800001
경기도 광명시 소하동 1382-5,20111018,20111018,20120611,293.0,173.49,59.21,494.34,494.34,168.72,단독주택,,37.4324017,126.880207
경기도 광명시 소하동 1382-6,20111007,20111007,20120426,293.0,173.49,59.21,492.05,492.05,167.94,단독주택,"다가구주택,제2종근린생활시설",37.4324016,126.8800043
경기도 광명시 소하동 광명역세권 사업지구내 근린생활시설용지 근1 2(403-0),20110308,20110308,20111004,504.0,282.96,56.14,1129.99,1129.99,224.2,제2종근린생활시설,"(일반음식점,학원,소매점,의원)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단6 6,20110726,20110726,20111028,264.0,158.32,59.97,471.86,471.86,178.73,단독주택,"(다가구주택), 제1종근린생활시설(소매점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단5 4,20110824,20110824,20111222,263.0,156.65,59.56,481.12,481.12,182.94,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855
경기도 광명시 소하동 광명시 역세권택지개발사업지구내 단6 3,20110826,20110826,20111223,263.0,157.74,59.98,493.91,493.91,187.8,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단7 3,20110901,20110901,20111223,273.0,162.41,59.49,494.97,494.97,181.31,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 보육시설용지2,20110909,20110909,20120201,660.0,395.25,59.89,1658.42,1178.1,178.5,교육연구시설,유치원,37.4397486,126.881855
경기도 광명시 소하동 광명역세권지구 단7-5,20110908,20110908,20120302,272.0,143.17,52.64,493.24,493.24,181.34,단독주택,,37.4397486,126.881855
경기도 광명시 소하동 광명시 역세권택지지구 3 4,20110920,20110920,20120118,294.0,172.18,58.56,494.91,494.91,168.34,단독주택,"다가구주택,제1종근린생활시설(소매점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권택지개발지구 단A6 1,20111019,20111019,20120323,264.0,158.21,59.93,494.84,494.84,187.44,단독주택,다가구주택(5가구),37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발지구내 단3 6,20111026,20111026,20120209,294.0,172.8,58.78,478.0,478.0,162.59,단독주택,다가구주택,37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 11 5,20111025,20111025,20120327,262.0,156.97,59.91,492.59,492.59,188.01,단독주택,"다가구주택, 제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권택지개발사업지구내 단독주택용지 단3-8,20111201,20111201,20120531,294.0,170.05,57.84,574.5,574.5,195.41,단독주택,제2종근린생활시설,37.4397486,126.881855
경기도 광명시 소하동 광명역세권택지지구 단7 1,20111105,20111105,20120613,273.0,163.2,59.78,494.96,494.96,181.3,단독주택,,37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단7 4,20111109,20111109,20120323,273.0,162.41,59.49,494.97,494.97,181.31,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단6 10,20111109,20111109,20120502,264.0,158.25,59.94,493.8,493.8,187.05,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구 단독주택용지 6 9,20111109,20111109,20120502,263.0,157.52,59.89,488.15,488.15,185.61,단독주택,"다가구주택,제2종근린생활시설(일반음식점",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 7 6,20111110,20111110,20120530,273.0,162.38,59.48,529.1,529.1,193.81,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구 5 1,20111206,20111206,20120419,265.0,157.67,59.5,492.94,492.94,186.02,단독주택,"다가구주택(5가구), 제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구 단독주택용지 7 2,20111210,20111210,20120611,272.0,157.95,58.07,494.4,494.4,181.76,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권택지개발지구 단4-8,20111227,20111227,20120727,292.0,156.98,53.76,494.65,494.65,169.4,단독주택,,37.4397486,126.881855
경기도 광명시 일직동 22-7,20110223,20110223,20110530,330.0,196.56,59.56,299.4,299.4,90.73,단독주택,단독주택,37.4212396,126.886224
경기도 광명시 일직동 224-2,20110310,20110310,20111107,330.0,197.5,59.85,298.56,298.56,90.47,단독주택,,37.4212396,126.886224
경기도 광명시 일직동 369-2,20110908,20111107,20171113,808.0,321.49,39.79,800.36,800.36,99.05,제2종근린생활시설,사무실,37.4212396,126.886224
경기도 광명시 일직동 369-3,20110121,20110121,20110519,203.0,121.28,59.74,194.38,194.38,95.75,단독주택,단독주택,37.4212396,126.886224
경기도 광명시 일직동 371-1,20111108,20111108,20120329,330.0,181.17,54.9,181.17,181.17,54.9,단독주택,,37.4212396,126.886224
경기도 광명시 일직동 522-12,20111201,20111201,20120704,262.0,150.0,57.25,556.38,490.23,187.11,단독주택,"다가구주택(5가구),제2종근린생활시설(사무소)",37.4212396,126.886224
경기도 광명시 일직동 역세권지구 단21 7,20111103,20111103,20120504,263.0,157.25,59.79,440.01,440.01,167.3,단독주택,"다가구주택,제1,2종근린생활시설",37.4212396,126.886224
경기도 광명시 일직동 광명역세권택지개발사업지구단독주택용지 9 9,20111230,20111230,20120613,260.0,152.38,58.61,519.43,519.43,199.78,단독주택,"다가구주택,근린생활시설",37.416522,126.884789
경기도 광명시 철산동 259,20110719,20110719,20120905,1224.0,714.2,58.35,7140.48,6131.43,500.93,제1종근린생활시설,"제2종근린생활시설,업무시설",37.47607199999999,126.8659695
경기도 광명시 하안동 475-8,20110926,20110926,20160412,329.0,196.5525,59.74,296.625,296.625,90.159,제2종근린생활시설,사무소,37.455296,126.8599543
경기도 광명시 하안동 568,20110502,20110502,20110908,213.0,91.12,42.78,91.12,91.12,42.78,제2종근린생활시설,제2종근린생활시설,37.4588441,126.8682062
경기도 광명시 하안동 694,20110620,20110620,20120106,704.0,140.4,19.94,691.34,280.8,39.89,제2종근린생활시설,"제1,2종근린생활시설,단독주택",37.4623331,126.862255
경기도 광명시 하안동 밤일지구 21 1,20110105,20110105,20111026,903.3,449.64,49.7775,851.43,851.43,94.2577,제2종근린생활시설,,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 24 7,20110222,20110222,20111109,1061.1,308.71,29.09,476.16,476.16,44.87,제2종근린생활시설,제2종근린생활시설,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 21 3,20110608,20110608,20111229,326.7,190.0,58.1573,320.0,320.0,97.9492,제2종근린생활시설,,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 도시개발사업 23블록 9로트,20110706,20110706,20120118,408.0,243.13,59.59,583.16,583.16,142.93,제2종근린생활시설,일반음식점,37.4590598,126.8698947
경기도 광명시 하안동 밤일택지개발지구 단독7블록 6로트,20110921,20110921,20120625,289.0,170.62,59.0381,282.31,282.31,97.6851,단독주택,,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 23 5,20111024,20111024,20120217,646.8,263.76,40.7792,263.76,263.76,40.7792,제1종근린생활시설,,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 2 6,20111018,20111018,20120229,184.8,103.9,56.22,233.74,233.74,126.48,단독주택,다가구주택,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 19블록 4로트,20111110,20111110,20120516,770.5,337.41,43.79,1264.9,919.49,119.34,제2종근린생활시설,문화 및 집회시설,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 22 6,20111207,20111207,20120417,231.6,122.58,52.93,245.16,245.16,105.85,제2종근린생활시설,,37.4590598,126.8698947
경기도 광명시 광명동 158-802,20120531,20120531,20130213,245.6,171.0,69.63,1617.36,1368.96,557.39,제2종근린생활시설,"1종근린생활시설,도시형생활주택",37.4787567,126.8535268
경기도 광명시 광명동 740,20120301,20120302,20120801,500.0,287.62,57.52,1433.03,996.61,199.32,공동주택,도시형생활주택(단지형다세대),37.4690519,126.8498772
경기도 광명시 광명동 740,20120301,20120302,20120801,500.0,287.62,57.52,1433.03,996.61,199.32,공동주택,도시형생활주택(단지형다세대),37.4690519,126.8498772
경기도 광명시 광명동 747-3,20120627,20120627,20130131,392.2,188.75,48.13,687.39,687.39,175.27,공동주택,다세대주택(원룸형),37.4675258,126.8490744
경기도 광명시 광명동 747-19,20120628,20120628,20130131,392.1,188.75,48.14,687.39,687.39,175.31,공동주택,,37.467521,126.8488687
경기도 광명시 광명동 759-8,20121212,20121212,20131218,776.2,237.94,30.65,916.35,406.49,52.37,자동차관련시설,자동차관련시설,37.47176330000001,126.8455805
경기도 광명시 노온사동 4,20120522,20120522,20120718,330.0,197.21,59.76,197.21,197.21,59.76,단독주택,,37.4531098,126.8550668
경기도 광명시 소하동 33-44,20120905,20120905,20140619,231.7,130.31,56.24,724.22,554.15,239.16,제2종근린생활시설,,37.4515387,126.8926042
경기도 광명시 소하동 34-11,20120514,20120514,20130110,1178.0,660.95,56.11,2520.04,2354.56,199.88,공동주택,연립주택(도시형생활주택),37.45205050000001,126.8917951
경기도 광명시 소하동 34-12,20121101,20121025,20131203,833.0,445.38,53.47,1572.01,1455.51,174.73,공동주택,다세대주택(도시형생활주택-원룸형),37.4519369,126.8921943
경기도 광명시 소하동 34-12,20121101,20121025,20131203,833.0,445.38,53.47,1572.01,1455.51,174.73,공동주택,"다세대주택(도시형생활주택-원룸형),제1,2종근린생활시설",37.4519369,126.8921943
경기도 광명시 소하동 38-2,20120512,20120512,20120918,1735.0,929.25,53.56,1828.4,1828.4,105.38,제1종근린생활시설,"제1종근린생활시설(소매점,휴게음식점),제2종근린생활시설(일반음식점,휴게음식점)",37.4505902,126.8901206
경기도 광명시 소하동 38-12,20120619,20120619,20130528,731.0,427.44,58.47,2258.1,1652.31,226.03,업무시설,업무시설및제1종근린생활시설,37.450769,126.8904858
경기도 광명시 소하동 49-7,20120718,20120718,20121113,294.0,146.86,49.95,223.74,223.74,76.1,제2종근린생활시설,제2종근린생활시설(수리점),37.4532705,126.8878409
경기도 광명시 소하동 303-7,20120322,20120322,20121029,330.0,196.95,59.68,196.95,196.95,59.68,단독주택,,37.4432712,126.8787766
경기도 광명시 소하동 303-9,20120322,20120322,20121029,330.0,197.4,59.82,197.4,197.4,59.82,단독주택,,37.4433292,126.8788675
경기도 광명시 소하동 682-10,20120801,20120801,20130117,330.0,134.15,40.65,231.86,231.86,70.26,단독주택,,37.4371128,126.8925741
경기도 광명시 소하동 922-2,20121213,20121213,20130614,365.0,218.82,59.95,659.86,659.86,180.78,공동주택,도시형생활주택(다세대주택12세대),37.4362688,126.8786409
경기도 광명시 소하동 922-3,20121213,20121213,20130614,436.0,222.47,51.03,659.67,659.67,151.3,공동주택,도시형생활주택(다세대주택3세대),37.4361776,126.8787947
경기도 광명시 소하동 927-6,20121026,20121026,20130509,845.0,382.88,45.31,1318.46,1318.46,156.03,공동주택,도시형생할주택(단지형다세대주택),37.4359053,126.8779729
경기도 광명시 소하동 927-6,20121026,20121026,20130509,845.0,382.88,45.31,1318.46,1318.46,156.03,공동주택,도시형생할주택(단지형다세대주택),37.4359053,126.8779729
경기도 광명시 소하동 1105-1,20120613,20120613,20130103,100.0,59.62,59.62,125.4,125.4,125.4,단독주택,,37.4339449,126.8745173
경기도 광명시 소하동 1272-2,20121224,20121227,20140724,1422.2,543.29,38.2,4050.24,3383.47,237.9,공동주택,아파트,37.4527723,126.8887745
경기도 광명시 소하동 1276-2,20121114,20121114,20130501,260.9,130.35,49.96,259.27,259.27,99.38,단독주택,다가구주택(4가구),37.4558505,126.8807554
경기도 광명시 소하동 1277-2,20120507,20120507,20120914,260.7,127.12,48.76,260.52,260.52,99.93,단독주택,다가구주택,37.4561317,126.8811426
경기도 광명시 소하동 1282,20120810,20120810,20121220,263.3,152.88,58.06,478.9,478.9,181.88,단독주택,"다가구주택, 제2종근린생활시설",37.4557407,126.8830635
경기도 광명시 소하동 1311-5,20121121,20121121,20130327,229.4,102.36,44.62,228.86,228.86,99.76,단독주택,,37.4495563,126.8897557
경기도 광명시 소하동 1311-12,20121026,20121026,20130502,227.0,108.65,47.86,226.69,226.69,99.86,단독주택,,37.4487843,126.8902774
경기도 광명시 소하동 1311-14,20121123,20121123,20130415,227.3,112.32,49.41,330.27,225.0,98.98,단독주택,다가구주택,37.4485785,126.8904165
경기도 광명시 소하동 1311-15,20121222,20121222,20131029,228.6,106.25,46.47,319.1,227.44,99.49,단독주택,,37.44847540000001,126.8904861
경기도 광명시 소하동 1313-1,20120811,20120811,20121226,230.7,109.55,47.49,228.92,228.92,99.23,단독주택,다가구주택(4가구),37.4493145,126.8889216
경기도 광명시 소하동 1313-2,20121222,20121222,20130812,230.4,110.56,47.98,340.45,229.89,99.77,단독주택,,37.4493741,126.8890603
경기도 광명시 소하동 1314-2,20120910,20120910,20130527,221.3,103.54,46.7872,218.78,218.78,98.8613,단독주택,,37.4490346,126.8892769
경기도 광명시 소하동 1314-3,20120811,20120811,20121226,221.1,108.68,49.15,220.44,220.44,99.7,단독주택,다가구주택(4가구),37.4490902,126.8894062
경기도 광명시 소하동 1314-4,20120709,20120709,20121207,221.1,107.64,48.68,327.82,220.18,99.58,단독주택,다가구주택,37.4491458,126.8895356
경기도 광명시 소하동 1315,20120228,20120228,20120717,228.7,113.84,49.78,337.32,228.33,99.84,단독주택,,37.4485908,126.8892654
경기도 광명시 소하동 1315-1,20121015,20121020,20130411,229.9,101.07,43.96,227.04,227.04,98.76,단독주택,다가구주택,37.4486515,126.8894032
경기도 광명시 소하동 1315-2,20121222,20121222,20131101,229.9,114.09,49.62,336.0,228.75,99.49,단독주택,,37.4487112,126.8895419
경기도 광명시 소하동 1315-3,20121012,20121012,20130129,230.0,106.72,46.4,227.73,227.73,99.01,단독주택,,37.4487707,126.8896806
경기도 광명시 소하동 1315-8,20120905,20120905,20130114,220.9,107.23,48.54,196.65,177.41,80.31,단독주택,다가구주택,37.4484642,126.8893541
경기도 광명시 소하동 1316-2,20120905,20120905,20121205,222.7,103.91,46.66,315.49,222.01,99.69,단독주택,다가구주택(4가구),37.4483645,126.8897502
경기도 광명시 소하동 1316-11,20120907,20120907,20121228,217.2,106.33,48.95,216.22,216.22,99.55,단독주택,단독주택-다가구주택(4가구),37.4481197,126.889597
경기도 광명시 소하동 1318-4,20121004,20121004,20130201,224.7,111.42,49.59,354.83,216.89,96.52,단독주택,다가구주택,37.447721,126.8902453
경기도 광명시 소하동 1318-5,20121222,20121222,20130724,224.9,112.15,49.87,223.5,223.5,99.38,단독주택,다가구주택(4가구),37.4477744,126.8903697
경기도 광명시 소하동 1318-7,20120420,20120420,20120814,224.5,109.52,48.78,223.92,223.92,99.74,단독주택,다가구주택,37.4478811,126.8906183
경기도 광명시 소하동 1320-4,20120811,20120811,20121227,220.0,109.84,49.93,219.91,219.91,99.96,단독주택,다가구주택(4가구),37.4487549,126.888829
경기도 광명시 소하동 1320-7,20121018,20121018,20130308,220.0,98.34,44.7,313.2,215.6,98.0,단독주택,다가구주택,37.4483865,126.8890966
경기도 광명시 소하동 1320-11,20121024,20121024,20130320,220.1,106.8,48.52,219.2,219.2,99.59,단독주택,다가구주택 4가구,37.4479577,126.8894082
경기도 광명시 소하동 1331,20120103,20111229,20120912,87838.2,361.74,0.41,1418.6,1046.82,1.19,노유자시설,어린이집,37.447118,126.8870836
경기도 광명시 소하동 1382,20120903,20120903,20130325,294.0,168.18,57.2,580.43,580.43,197.43,단독주택,"다가구주택(5가구),제2종근린생활시설",37.4325465,126.879795
경기도 광명시 소하동 광명역세권택지개발사업지구 6 4,20120127,20120127,20120518,264.0,156.83,59.4,493.71,493.71,187.01,단독주택,,37.4397486,126.881855
경기도 광명시 소하동 광명역세권택지개발사업지구 3 5,20120102,20120102,20121015,294.0,175.82,59.8,493.54,493.54,167.87,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단3 7,20120119,20120119,20120628,294.0,170.9,58.13,494.88,494.88,168.33,단독주택,"다가구주택-5가구, 제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구 단독주택용지 5 2,20120201,20120201,20120620,263.0,155.82,59.25,492.81,492.81,187.38,단독주택,"다가구주택-5가구,제2종근린생활시설(일반음식점",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 4블록 4로트,20120208,20120208,20120831,294.0,175.98,59.86,494.27,494.27,168.12,단독주택,다가구주택 및 제2종근린생활시설,37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 4 3,20120217,20120217,20120711,293.0,175.66,59.95,585.84,585.84,199.95,단독주택,"다가구주택-5가구, 제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단6 2,20120217,20120217,20120731,264.0,157.3,59.58,476.04,476.04,180.32,단독주택,"다가구주택, 제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 5 3,20120221,20120221,20120705,263.0,155.82,59.25,494.23,494.23,187.92,단독주택,"다가구주택-5가구,제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택개발사업지구 단독주택용지 5 5,20120221,20120221,20120705,263.0,157.56,59.91,491.99,491.99,187.07,단독주택,"단독주택(다가구주택)-5가구,제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단3 3,20120223,20120223,20120711,294.0,174.6,59.39,587.77,587.77,199.92,단독주택,"다가구주택,제1종근린생활시설(소매점), 제2종근린생활시설(부동산중개사무소)",37.4397486,126.881855
경기도 광명시 소하동 경기도광명시역세권택지개발지구 15 1,20120614,20120614,20130604,258.0,154.26,59.79,494.58,494.58,191.7,단독주택,"제2종근린생활시설,다가구주택5가구)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단3 1,20120310,20120310,20120821,294.0,175.22,59.6,562.33,562.33,190.93,단독주택,다가구주택,37.4397486,126.881855
경기도 광명시 소하동 광명역세권택지개발지구 단4-5,20120323,20120323,20120810,296.0,175.66,59.34,581.76,581.76,196.54,단독주택,,37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 6 7,20120407,20120407,20120906,264.0,157.94,59.83,494.18,494.18,187.19,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4397486,126.881855
경기도 광명시 소하동 광명역세권택지개발지구 3블록 2로트,20120410,20120410,20121119,294.0,174.6,59.38,585.22,585.22,199.05,단독주택,"다가구주택,2종근린생활시설",37.4397486,126.881855
경기도 광명시 소하동 광명역세권택지개발 6 - 8,20120514,20120514,20121010,263.0,157.52,59.89,492.73,492.73,187.35,단독주택,제1종근린생활시설/다가구주택,37.4397486,126.881855
경기도 광명시 소하동 소하동 택지개발지구 근린공원 내,20121116,,,87838.2,1412.25,1.6078,6099.21,4733.51,5.3889,수련시설,생활권수련시설,37.4397486,126.881855
경기도 광명시 일직동 23-2,20120814,20120814,20121130,330.0,178.2,54.0,263.7,263.7,79.91,단독주택,,37.4212396,126.886224
경기도 광명시 일직동 23-9,20120402,20120402,20120821,330.0,192.75,58.41,297.99,297.99,90.3,제2종근린생활시설,,37.4212396,126.886224
경기도 광명시 일직동 23-10,20120402,20120402,20120821,330.0,195.84,59.35,299.67,299.67,90.81,제2종근린생활시설,,37.4212396,126.886224
경기도 광명시 일직동 380-4,20121110,,20140310,71864.0,81.66,0.1136,81.66,81.66,0.1136,제1종근린생활시설,공중화장실(남),37.4212396,126.886224
경기도 광명시 일직동 380-4,20121110,,20140310,71864.0,81.66,0.1136,81.66,81.66,0.1136,제1종근린생활시설,공중화장실(여),37.4212396,126.886224
경기도 광명시 일직동 502-1,20120131,20120131,20161220,619.2,123.24,19.9,492.96,492.96,79.61,자동차관련시설,차고,37.4212396,126.886224
경기도 광명시 일직동 503-9,20120912,20120912,20130618,260.0,153.9,59.19,488.69,488.69,187.96,단독주택,다가구주택 및 제2종근린생활시설,37.4212396,126.886224
